"s(u), created by Plot Digitizer, 2.6.8"
"Date: 1/11/18, 3:30:22 PM"


12
u,s
0.00171233,0.0270432,
0.241438,0.0107237,
0.404966,0.00617870,
0.535103,0.00427176,
0.662671,0.00313359,
0.821918,0.00240584,
0.929795,0.00213705,
1.09760,0.00188967,
1.24572,0.00178098,
1.42680,0.00170942,
1.60574,0.00167855,
1.99786,0.00166712,
