"s(u), created by Plot Digitizer, 2.6.8"
"Date: 1/11/18, 3:19:18 PM"


19
u,s
0.00264961,0.0291249,
0.150960,0.0153065,
0.309535,0.00756137,
0.457840,0.00381332,
0.606715,0.00191651,
0.741338,0.00109387,
0.823486,0.000805322,
0.868555,0.000687422,
0.924468,0.000582732,
0.998070,0.000480547,
1.07967,0.000404519,
1.16526,0.000354846,
1.27484,0.000313381,
1.37186,0.000292421,
1.53851,0.000271830,
1.70004,0.000268819,
1.82391,0.000278039,
1.91923,0.000285647,
1.99515,0.000295517,
