"s(u), created by Plot Digitizer, 2.6.8"
"Date: 1/11/18, 3:26:54 PM"


12
u,s
0.00105726,0.0421615,
0.123167,0.0267323,
0.281230,0.0159014,
0.397072,0.0116286,
0.502078,0.00945741,
0.608230,0.00804994,
0.742353,0.00712729,
0.873625,0.00662450,
1.04771,0.00634634,
1.39017,0.00587794,
1.67156,0.00556181,
1.99917,0.00501264,
