"s(u), created by Plot Digitizer, 2.6.8"
"Date: 1/11/18, 3:36:05 PM"


18
u,s
0,0.0173822,
0.0976027,0.0112236,
0.196918,0.00714861,
0.285103,0.00477628,
0.375856,0.00319851,
0.505565,0.00193762,
0.571062,0.00157841,
0.655394,0.00126833,
0.749144,0.00107400,
0.833476,0.000978217,
0.927226,0.000936776,
1.09932,0.000907368,
1.27098,0.000890980,
1.39940,0.000874888,
1.58048,0.000839735,
1.71019,0.000815229,
1.87072,0.000775375,
1.99743,0.000737470,
