"s(u), created by Plot Digitizer, 2.6.8"
"Date: 1/11/18, 3:24:54 PM"


12
u,s
-0.00122609,0.0420339,
0.108335,0.0297300,
0.208197,0.0221418,
0.296077,0.0173642,
0.426189,0.0127365,
0.538045,0.0103583,
0.705263,0.00819610,
0.832537,0.00725681,
0.966092,0.00672440,
1.16643,0.00624905,
1.42442,0.00602197,
1.99633,0.00586983,
