"s(u), created by Plot Digitizer, 2.6.8"
"Date: 1/11/18, 3:25:57 PM"


13
u,s
-0.000117283,0.0279856,
0.181911,0.0151509,
0.326282,0.00975282,
0.503758,0.00627752,
0.632162,0.00489275,
0.721763,0.00426714,
0.830771,0.00374402,
0.997998,0.00329458,
1.15610,0.00308999,
1.29765,0.00296047,
1.49856,0.00287936,
1.69034,0.00283475,
1.99627,0.00281563,
