"s(u), created by Plot Digitizer, 2.6.8"
"Date: 1/11/18, 3:08:30 PM"


18
u,s
0.000704272,0.0715842,
0.120031,0.0469602,
0.209355,0.0339973,
0.359940,0.0200625,
0.519082,0.0115196,
0.677885,0.00682260,
0.826767,0.00437047,
0.977709,0.00293023,
1.09443,0.00226511,
1.20225,0.00184946,
1.31350,0.00156046,
1.41928,0.00138308,
1.50179,0.00128079,
1.60004,0.00120124,
1.70856,0.00113485,
1.82839,0.00108784,
1.95780,0.00106001,
1.99786,0.00105026,
