"s(u), created by Plot Digitizer, 2.6.8"
"Date: 1/11/18, 3:20:11 PM"


15
u,s
0.00153836,0.0360404,
0.243398,0.0125779,
0.391705,0.00645314,
0.512630,0.00370887,
0.636410,0.00213160,
0.781305,0.00119585,
0.920508,0.000748884,
1.06087,0.000530727,
1.21837,0.000414070,
1.35534,0.000363129,
1.51343,0.000336416,
1.66012,0.000333859,
1.81081,0.000342897,
1.93125,0.000358339,
1.99518,0.000369472,
