"s(u), created by Plot Digitizer, 2.6.8"
"Date: 1/11/18, 3:17:40 PM"


12
u,s
0.00218659,0.0227807,
0.135657,0.0120144,
0.270843,0.00645162,
0.421857,0.00321471,
0.578003,0.00154901,
0.708912,0.000857947,
0.860355,0.000430815,
0.994691,0.000241705,
1.15941,0.000123254,
1.29889,7.50929e-05,
1.42641,5.15120e-05,
1.52654,4.07226e-05,
