"s(u), created by Plot Digitizer, 2.6.8"
"Date: 1/11/18, 3:31:41 PM"


15
u,s
-0.000428082,0.0171072,
0.0946062,0.0109209,
0.203339,0.00666114,
0.319349,0.00403525,
0.432791,0.00259961,
0.505993,0.00200956,
0.580908,0.00160013,
0.663955,0.00130052,
0.763271,0.00106911,
0.877140,0.000915675,
1.00300,0.000820820,
1.14469,0.000768341,
1.34503,0.000732446,
1.58519,0.000715948,
1.99486,0.000712693,
