"s(u), created by Plot Digitizer, 2.6.8"
"Date: 1/11/18, 3:33:25 PM"


20
u,s
0.000856164,0.0225373,
0.0869007,0.0153002,
0.176798,0.0102928,
0.268408,0.00681465,
0.382277,0.00423301,
0.474743,0.00299401,
0.542380,0.00240036,
0.610445,0.00199587,
0.666096,0.00176483,
0.727312,0.00158923,
0.796661,0.00146409,
0.871147,0.00138303,
0.976884,0.00131842,
1.15283,0.00126544,
1.32449,0.00123694,
1.45976,0.00120084,
1.63741,0.00114997,
1.83690,0.00108136,
1.94307,0.00104741,
1.99829,0.00102616,
