  Principal QN n  Azimuthal QN l
               1               0
 Electron Energy Probability dst
  0.14000484E+02  0.17867667E-07
  0.14589873E+02  0.17469766E-07
  0.15204075E+02  0.17056243E-07
  0.15844134E+02  0.16627868E-07
  0.16511137E+02  0.16185743E-07
  0.17206220E+02  0.15731178E-07
  0.17930564E+02  0.15265297E-07
  0.18685402E+02  0.14789352E-07
  0.19472016E+02  0.14304677E-07
  0.20291745E+02  0.13812722E-07
  0.21145984E+02  0.13314899E-07
  0.22036183E+02  0.12812771E-07
  0.22963858E+02  0.12308038E-07
  0.23930587E+02  0.11802194E-07
  0.24938012E+02  0.11296559E-07
  0.25987848E+02  0.10792585E-07
  0.27081880E+02  0.10292090E-07
  0.28221967E+02  0.97966354E-08
  0.29410051E+02  0.93072937E-08
  0.30648149E+02  0.88257833E-08
  0.31938370E+02  0.83530791E-08
  0.33282905E+02  0.78904003E-08
  0.34684043E+02  0.74390356E-08
  0.36144165E+02  0.69997556E-08
  0.37665755E+02  0.65735953E-08
  0.39251401E+02  0.61613565E-08
  0.40903800E+02  0.57634920E-08
  0.42625760E+02  0.53808981E-08
  0.44420211E+02  0.50137335E-08
  0.46290205E+02  0.46624705E-08
  0.48238922E+02  0.43273740E-08
  0.50269675E+02  0.40083642E-08
  0.52385918E+02  0.37057849E-08
  0.54591251E+02  0.34192692E-08
  0.56889423E+02  0.31487165E-08
  0.59284344E+02  0.28941098E-08
  0.61780085E+02  0.26549606E-08
  0.64380892E+02  0.24308994E-08
  0.67091186E+02  0.22215626E-08
  0.69915579E+02  0.20263850E-08
  0.72858872E+02  0.18449367E-08
  0.75926071E+02  0.16766142E-08
  0.79122393E+02  0.15208665E-08
  0.82453272E+02  0.13770577E-08
  0.85924375E+02  0.12446213E-08
  0.89541603E+02  0.11229280E-08
  0.93311109E+02  0.10113097E-08
  0.97239303E+02  0.90924754E-09
  0.10133287E+03  0.81606024E-09
  0.10559876E+03  0.73113997E-09
  0.11004423E+03  0.65411406E-09
  0.11467686E+03  0.58442853E-09
  0.11950450E+03  0.52118944E-09
  0.12453538E+03  0.46363296E-09
  0.12977805E+03  0.41165135E-09
  0.13524142E+03  0.36507136E-09
  0.14093479E+03  0.32353311E-09
  0.14686783E+03  0.28644785E-09
  0.15305065E+03  0.25300589E-09
  0.15949375E+03  0.22283084E-09
  0.16620808E+03  0.19589695E-09
  0.17320508E+03  0.17209966E-09
  0.18049664E+03  0.15122649E-09
  0.18809515E+03  0.13293269E-09
  0.19601354E+03  0.11671474E-09
  0.20426529E+03  0.10213771E-09
  0.21286441E+03  0.89143461E-10
  0.22182553E+03  0.77683434E-10
  0.23116391E+03  0.67657095E-10
  0.24089540E+03  0.58900176E-10
  0.25103657E+03  0.51182201E-10
  0.26160466E+03  0.44368963E-10
  0.27261765E+03  0.38422967E-10
  0.28409425E+03  0.33279314E-10
  0.29605400E+03  0.28835235E-10
  0.30851723E+03  0.24946699E-10
  0.32150513E+03  0.21521448E-10
  0.33503979E+03  0.18537378E-10
  0.34914423E+03  0.15959874E-10
  0.36384244E+03  0.13734657E-10
  0.37915941E+03  0.11795572E-10
  0.39512120E+03  0.10115076E-10
  0.41175493E+03  0.86730424E-11
  0.42908892E+03  0.74379065E-11
  0.44715262E+03  0.63677447E-11
  0.46597677E+03  0.54404761E-11
  0.48559337E+03  0.46452829E-11
  0.50603579E+03  0.39653356E-11
  0.52733880E+03  0.33791847E-11
  0.54953861E+03  0.28760336E-11
  0.57267298E+03  0.24476960E-11
  0.59678126E+03  0.20819531E-11
  0.62190445E+03  0.17674015E-11
  0.64808527E+03  0.14992435E-11
  0.67536824E+03  0.12714442E-11
  0.70379977E+03  0.10765721E-11
  0.73342820E+03  0.91075913E-12
  0.76430392E+03  0.77039230E-12
  0.79647945E+03  0.65074843E-12
