  Principal QN n  Azimuthal QN l
               1               0
 Electron Energy Probability dst
  0.21006453E+01  0.29995982E-07
  0.21890779E+01  0.30044417E-07
  0.22812333E+01  0.30089334E-07
  0.23772682E+01  0.30130314E-07
  0.24773460E+01  0.30166926E-07
  0.25816369E+01  0.30198729E-07
  0.26903181E+01  0.30225245E-07
  0.28035747E+01  0.30245906E-07
  0.29215990E+01  0.30260108E-07
  0.30445920E+01  0.30267209E-07
  0.31727626E+01  0.30266415E-07
  0.33063290E+01  0.30256809E-07
  0.34455182E+01  0.30237409E-07
  0.35905670E+01  0.30207438E-07
  0.37417220E+01  0.30166443E-07
  0.38992403E+01  0.30114078E-07
  0.40633898E+01  0.30050045E-07
  0.42344497E+01  0.29973594E-07
  0.44127107E+01  0.29883711E-07
  0.45984762E+01  0.29779340E-07
  0.47920620E+01  0.29659402E-07
  0.49937974E+01  0.29522992E-07
  0.52040253E+01  0.29369408E-07
  0.54231034E+01  0.29198045E-07
  0.56514042E+01  0.29008405E-07
  0.58893160E+01  0.28799897E-07
  0.61372433E+01  0.28571924E-07
  0.63956078E+01  0.28324032E-07
  0.66648489E+01  0.28055825E-07
  0.69454245E+01  0.27766787E-07
  0.72378117E+01  0.27456513E-07
  0.75425078E+01  0.27124756E-07
  0.78600309E+01  0.26771252E-07
  0.81909210E+01  0.26395849E-07
  0.85357408E+01  0.25998612E-07
  0.88950769E+01  0.25579587E-07
  0.92695402E+01  0.25138908E-07
  0.96597676E+01  0.24676963E-07
  0.10066423E+02  0.24194193E-07
  0.10490197E+02  0.23691230E-07
  0.10931811E+02  0.23168998E-07
  0.11392017E+02  0.22628506E-07
  0.11871596E+02  0.22070912E-07
  0.12371364E+02  0.21497095E-07
  0.12892171E+02  0.20908132E-07
  0.13434904E+02  0.20305487E-07
  0.14000484E+02  0.19690718E-07
  0.14589873E+02  0.19065554E-07
  0.15204075E+02  0.18431543E-07
  0.15844134E+02  0.17790006E-07
  0.16511137E+02  0.17142527E-07
  0.17206220E+02  0.16491063E-07
  0.17930564E+02  0.15837674E-07
  0.18685402E+02  0.15184094E-07
  0.19472016E+02  0.14532094E-07
  0.20291745E+02  0.13883478E-07
  0.21145984E+02  0.13240087E-07
  0.22036183E+02  0.12603647E-07
  0.22963858E+02  0.11975844E-07
  0.23930587E+02  0.11358266E-07
  0.24938012E+02  0.10752488E-07
  0.25987848E+02  0.10160069E-07
  0.27081880E+02  0.95822840E-08
  0.28221967E+02  0.90200472E-08
  0.29410051E+02  0.84744141E-08
  0.30648149E+02  0.79466629E-08
  0.31938370E+02  0.74375775E-08
  0.33282905E+02  0.69477026E-08
  0.34684043E+02  0.64774743E-08
  0.36144165E+02  0.60274820E-08
  0.37665755E+02  0.55979731E-08
  0.39251401E+02  0.51889823E-08
  0.40903800E+02  0.48007104E-08
  0.42625760E+02  0.44329416E-08
  0.44420211E+02  0.40854736E-08
  0.46290205E+02  0.37581995E-08
  0.48238922E+02  0.34504635E-08
  0.50269675E+02  0.31620084E-08
  0.52385918E+02  0.28922878E-08
  0.54591251E+02  0.26405476E-08
  0.56889423E+02  0.24063797E-08
  0.59284344E+02  0.21888639E-08
  0.61780085E+02  0.19874361E-08
  0.64380892E+02  0.18012830E-08
  0.67091186E+02  0.16296208E-08
  0.69915579E+02  0.14717400E-08
  0.72858872E+02  0.13268361E-08
  0.75926071E+02  0.11941183E-08
  0.79122393E+02  0.10728311E-08
  0.82453272E+02  0.96225971E-09
  0.85924375E+02  0.86161708E-09
  0.89541603E+02  0.77023819E-09
  0.93311109E+02  0.68745306E-09
  0.97239303E+02  0.61254265E-09
  0.10133287E+03  0.54496225E-09
  0.10559876E+03  0.48408270E-09
  0.11004423E+03  0.42934434E-09
  0.11467686E+03  0.38017539E-09
  0.11950450E+03  0.33615018E-09
  0.12453538E+03  0.29670365E-09
  0.12977805E+03  0.26136525E-09
  0.13524142E+03  0.22997714E-09
  0.14093479E+03  0.20228093E-09
  0.14686783E+03  0.17785341E-09
  0.15305065E+03  0.15608207E-09
  0.15949375E+03  0.13653953E-09
  0.16620808E+03  0.11918353E-09
  0.17320508E+03  0.10394231E-09
  0.18049664E+03  0.90671338E-10
  0.18809515E+03  0.79136965E-10
  0.19601354E+03  0.68998597E-10
  0.20426529E+03  0.59960294E-10
  0.21286441E+03  0.51976404E-10
  0.22182553E+03  0.45006130E-10
  0.23116391E+03  0.38972176E-10
  0.24089540E+03  0.33752598E-10
  0.25103657E+03  0.29179440E-10
  0.26160466E+03  0.25156640E-10
  0.27261765E+03  0.21660940E-10
  0.28409425E+03  0.18652871E-10
  0.29605400E+03  0.16070002E-10
  0.30851723E+03  0.13824849E-10
  0.32150513E+03  0.11860675E-10
  0.33503979E+03  0.10162465E-10
  0.34914423E+03  0.87072217E-11
  0.36384244E+03  0.74595894E-11
  0.37915941E+03  0.63769774E-11
  0.39512120E+03  0.54422924E-11
  0.41175493E+03  0.46439136E-11
  0.42908892E+03  0.39636614E-11
  0.44715262E+03  0.33774051E-11
  0.46597677E+03  0.28722555E-11
  0.48559337E+03  0.24416677E-11
  0.50603579E+03  0.20755904E-11
  0.52733880E+03  0.17613170E-11
  0.54953861E+03  0.14925934E-11
  0.57267298E+03  0.12648614E-11
  0.59678126E+03  0.10713370E-11
  0.62190445E+03  0.90567532E-12
  0.64808527E+03  0.76515447E-12
  0.67536824E+03  0.64636035E-12
  0.70379977E+03  0.54511611E-12
  0.73342820E+03  0.45929159E-12
  0.76430392E+03  0.38694130E-12
  0.79647945E+03  0.32552635E-12
  0.83000949E+03  0.27356725E-12
  0.86495108E+03  0.22985925E-12
  0.90136363E+03  0.19287011E-12
  0.93930906E+03  0.16170373E-12
  0.97885192E+03  0.13552993E-12
  0.10200594E+04  0.11342416E-12
  0.10630017E+04  0.94871928E-13
  0.11077518E+04  0.79284911E-13
  0.11543857E+04  0.66175498E-13
  0.12029828E+04  0.55215108E-13
  0.12536258E+04  0.46019257E-13
  0.13064007E+04  0.38339850E-13
  0.13613973E+04  0.31908318E-13
  0.14187091E+04  0.26524410E-13
  0.14784337E+04  0.22030547E-13
  0.15406725E+04  0.18277492E-13
  0.16055315E+04  0.15154459E-13
  0.16731208E+04  0.12549696E-13
  0.17435555E+04  0.10386717E-13
  0.18169554E+04  0.85877468E-14
  0.18934453E+04  0.70961597E-14
  0.19731552E+04  0.58566985E-14
  0.20562207E+04  0.48315536E-14
  0.21427831E+04  0.39833040E-14
  0.22329896E+04  0.32792507E-14
  0.23269936E+04  0.26944396E-14
  0.24249549E+04  0.22147358E-14
  0.25270402E+04  0.18212402E-14
  0.26334231E+04  0.14932762E-14
  0.27442844E+04  0.12235276E-14
  0.28598128E+04  0.10040298E-14
  0.29802047E+04  0.82144444E-15
